189.328, 129.465, 8.333, 19.922 False
189.050, 129.468, 8.333, 19.955 False
188.773, 129.470, 8.333, 19.988 False
188.495, 129.473, 8.333, 20.021 False
188.217, 129.475, 8.333, 20.054 False
187.939, 129.478, 8.333, 20.087 False
187.662, 129.480, 8.333, 20.120 False
187.384, 129.483, 8.333, 20.153 False
187.106, 129.485, 8.333, 20.186 False
186.828, 129.488, 8.333, 20.219 False
186.551, 129.490, 8.333, 20.252 False
186.273, 129.492, 8.333, 20.285 False
185.995, 129.495, 8.333, 20.318 False
185.717, 129.497, 8.333, 20.351 False
185.439, 129.499, 8.333, 20.384 False
185.162, 129.501, 8.333, 20.417 False
184.884, 129.504, 8.333, 20.450 False
184.606, 129.506, 8.333, 20.483 False
184.328, 129.508, 8.333, 20.516 False
184.051, 129.510, 8.333, 20.549 False
183.773, 129.512, 8.333, 20.582 False
183.495, 129.514, 8.333, 20.615 False
183.217, 129.516, 8.333, 20.648 False
182.939, 129.518, 8.333, 20.681 False
182.662, 129.520, 8.333, 20.714 False
182.384, 129.521, 8.333, 20.747 False
182.106, 129.523, 8.333, 20.780 False
181.828, 129.524, 8.333, 20.813 False
181.551, 129.526, 8.333, 20.846 False
181.273, 129.527, 8.333, 20.879 False
180.995, 129.529, 8.333, 20.912 False
180.717, 129.530, 8.333, 20.945 False
180.440, 129.531, 8.333, 20.978 False
180.162, 129.533, 8.333, 21.011 False
179.884, 129.534, 8.333, 21.044 False
179.606, 129.536, 8.333, 21.077 False
179.328, 129.537, 8.333, 21.110 False
179.051, 129.538, 8.333, 21.143 False
178.773, 129.539, 8.333, 21.176 False
178.495, 129.541, 8.333, 21.209 False
178.217, 129.542, 8.333, 21.242 False
177.940, 129.543, 8.333, 21.275 False
177.662, 129.544, 8.333, 21.308 False
177.384, 129.545, 8.333, 21.341 False
177.106, 129.546, 8.333, 21.374 False
176.828, 129.547, 8.333, 21.407 False
176.551, 129.548, 8.333, 21.440 False
176.273, 129.549, 8.333, 21.473 False
175.995, 129.550, 8.333, 21.506 False
175.717, 129.551, 8.333, 21.539 False
175.440, 129.552, 8.333, 21.572 False
175.162, 129.553, 8.333, 21.605 False
174.884, 129.554, 8.333, 21.638 False
174.606, 129.555, 8.333, 21.671 False
174.329, 129.555, 8.333, 21.704 False
174.051, 129.556, 8.333, 21.737 False
173.773, 129.557, 8.333, 21.770 False
173.495, 129.558, 8.333, 21.803 False
173.217, 129.558, 8.333, 21.836 False
172.940, 129.559, 8.333, 21.869 False
172.662, 129.560, 8.333, 21.902 False
172.384, 129.560, 8.333, 21.935 False
